,Month,Municipality,Offence group and specifier for criminal act,Information,value
5067,2023M01,WHOLE COUNTRY,"1310a1 Sexuall offence against child,  20:14-20:16, 20:18§, on internet",Offences known to the authorities (number),26.0
5068,2023M01,WHOLE COUNTRY,"1311 Dissemination of a sexually offensive image of a child, possession of a sexually offensive image of a child, following a sexually offensive performance of a child 20:19-22§",Offences known to the authorities (number),22.0
5069,2023M01,WHOLE COUNTRY,"1311a1 Dissemination, possession or following a sexually offensive performance of a child on internet",Offences known to the authorities (number),14.0
5070,2023M02,WHOLE COUNTRY,13 Sexual crimes,Offences known to the authorities (number),553.0
5071,2023M02,WHOLE COUNTRY,"1301 Sexual abuse of a child, aggravated sexual abuse of a child, aggravated rape of a child 20:6-7, 7b (-2022)",Offences known to the authorities (number),115.0
5072,2023M02,WHOLE COUNTRY,"1302 Rape, aggravated rape, rape (3 mom) 20:1-2 (-2022)",Offences known to the authorities (number),62.0
5073,2023M02,WHOLE COUNTRY,1302a1 Rape in a private dwelling (-2022),Offences known to the authorities (number),51.0
5074,2023M02,WHOLE COUNTRY,1302a2 Rape in other private place (-2022),Offences known to the authorities (number),9.0
5075,2023M02,WHOLE COUNTRY,1302a3 Rape in a public business centre (-2022),Offences known to the authorities (number),0.0
5076,2023M02,WHOLE COUNTRY,1302a4 Rape in a public occasion (-2022),Offences known to the authorities (number),0.0
5077,2023M02,WHOLE COUNTRY,1302a5 Rape in other public place (-2022),Offences known to the authorities (number),2.0
5078,2023M02,WHOLE COUNTRY,"1302a6 Rape in a restaurant, etc. (-2022)",Offences known to the authorities (number),0.0
5079,2023M02,WHOLE COUNTRY,1302a7 Rape in unknown place (-2022),Offences known to the authorities (number),0.0
5080,2023M02,WHOLE COUNTRY,"1303 Other sexual crimes 20:4-5,5a, 8-9 (-2022)",Offences known to the authorities (number),39.0
5081,2023M02,WHOLE COUNTRY,"1304 Rape, aggravated rape 20:1-2",Offences known to the authorities (number),77.0
5082,2023M02,WHOLE COUNTRY,1304a1 Rape in a private dwelling,Offences known to the authorities (number),57.0
5083,2023M02,WHOLE COUNTRY,1304a2 Rape in other private place,Offences known to the authorities (number),10.0
5084,2023M02,WHOLE COUNTRY,1304a3 Rape in a public business centre,Offences known to the authorities (number),0.0
5085,2023M02,WHOLE COUNTRY,1304a4 Rape in a public occasion,Offences known to the authorities (number),1.0
5086,2023M02,WHOLE COUNTRY,1304a5 Rape in other public place,Offences known to the authorities (number),4.0
5087,2023M02,WHOLE COUNTRY,"1304a6 Rape in a restaurant, etc.",Offences known to the authorities (number),5.0
5088,2023M02,WHOLE COUNTRY,1304a7 Rape in unknown place,Offences known to the authorities (number),0.0
5089,2023M02,WHOLE COUNTRY,"1305 Sexual assault, aggravated sexual assault, sexual abuse 20:3-5§",Offences known to the authorities (number),22.0
5090,2023M02,WHOLE COUNTRY,1306 Sexual harassment 20:6§,Offences known to the authorities (number),88.0
5091,2023M02,WHOLE COUNTRY,1306a1 Sexual harrasment on internet,Offences known to the authorities (number),36.0
5092,2023M02,WHOLE COUNTRY,1307 Non-consensual dissemination of a sexual image 20:7§,Offences known to the authorities (number),13.0
5093,2023M02,WHOLE COUNTRY,1307a1 Non-consensual dissemination of a sexual image on internet,Offences known to the authorities (number),12.0
5094,2023M02,WHOLE COUNTRY,"1308 Pandering, aggravated pandering, abuse of a victim of prostitution 20:8,10-11§",Offences known to the authorities (number),0.0
5095,2023M02,WHOLE COUNTRY,"1309 Rape of a child, aggravated rape of a child 20:12-13§",Offences known to the authorities (number),12.0
5096,2023M02,WHOLE COUNTRY,"1310 Sexual assault of a child, sexual abuse of a child, offering compensation to a young person for a sexual act, solicitation of a child for sexual purposes 20:14-20:16, 20:18§",Offences known to the authorities (number),85.0
5097,2023M02,WHOLE COUNTRY,"1310a1 Sexuall offence against child,  20:14-20:16, 20:18§, on internet",Offences known to the authorities (number),37.0
5098,2023M02,WHOLE COUNTRY,"1311 Dissemination of a sexually offensive image of a child, possession of a sexually offensive image of a child, following a sexually offensive performance of a child 20:19-22§",Offences known to the authorities (number),40.0
5099,2023M02,WHOLE COUNTRY,"1311a1 Dissemination, possession or following a sexually offensive performance of a child on internet",Offences known to the authorities (number),37.0
5100,2023M03,WHOLE COUNTRY,13 Sexual crimes,Offences known to the authorities (number),599.0
5101,2023M03,WHOLE COUNTRY,"1301 Sexual abuse of a child, aggravated sexual abuse of a child, aggravated rape of a child 20:6-7, 7b (-2022)",Offences known to the authorities (number),94.0
5102,2023M03,WHOLE COUNTRY,"1302 Rape, aggravated rape, rape (3 mom) 20:1-2 (-2022)",Offences known to the authorities (number),73.0
5103,2023M03,WHOLE COUNTRY,1302a1 Rape in a private dwelling (-2022),Offences known to the authorities (number),67.0
5104,2023M03,WHOLE COUNTRY,1302a2 Rape in other private place (-2022),Offences known to the authorities (number),5.0
5105,2023M03,WHOLE COUNTRY,1302a3 Rape in a public business centre (-2022),Offences known to the authorities (number),0.0
5106,2023M03,WHOLE COUNTRY,1302a4 Rape in a public occasion (-2022),Offences known to the authorities (number),0.0
5107,2023M03,WHOLE COUNTRY,1302a5 Rape in other public place (-2022),Offences known to the authorities (number),1.0
5108,2023M03,WHOLE COUNTRY,"1302a6 Rape in a restaurant, etc. (-2022)",Offences known to the authorities (number),0.0
5109,2023M03,WHOLE COUNTRY,1302a7 Rape in unknown place (-2022),Offences known to the authorities (number),0.0
5110,2023M03,WHOLE COUNTRY,"1303 Other sexual crimes 20:4-5,5a, 8-9 (-2022)",Offences known to the authorities (number),30.0
5111,2023M03,WHOLE COUNTRY,"1304 Rape, aggravated rape 20:1-2",Offences known to the authorities (number),103.0
5112,2023M03,WHOLE COUNTRY,1304a1 Rape in a private dwelling,Offences known to the authorities (number),90.0
5113,2023M03,WHOLE COUNTRY,1304a2 Rape in other private place,Offences known to the authorities (number),6.0
5114,2023M03,WHOLE COUNTRY,1304a3 Rape in a public business centre,Offences known to the authorities (number),0.0
5115,2023M03,WHOLE COUNTRY,1304a4 Rape in a public occasion,Offences known to the authorities (number),0.0
5116,2023M03,WHOLE COUNTRY,1304a5 Rape in other public place,Offences known to the authorities (number),5.0
5117,2023M03,WHOLE COUNTRY,"1304a6 Rape in a restaurant, etc.",Offences known to the authorities (number),1.0
5118,2023M03,WHOLE COUNTRY,1304a7 Rape in unknown place,Offences known to the authorities (number),0.0
5119,2023M03,WHOLE COUNTRY,"1305 Sexual assault, aggravated sexual assault, sexual abuse 20:3-5§",Offences known to the authorities (number),21.0
5120,2023M03,WHOLE COUNTRY,1306 Sexual harassment 20:6§,Offences known to the authorities (number),95.0
5121,2023M03,WHOLE COUNTRY,1306a1 Sexual harrasment on internet,Offences known to the authorities (number),41.0
5122,2023M03,WHOLE COUNTRY,1307 Non-consensual dissemination of a sexual image 20:7§,Offences known to the authorities (number),13.0
5123,2023M03,WHOLE COUNTRY,1307a1 Non-consensual dissemination of a sexual image on internet,Offences known to the authorities (number),12.0
5124,2023M03,WHOLE COUNTRY,"1308 Pandering, aggravated pandering, abuse of a victim of prostitution 20:8,10-11§",Offences known to the authorities (number),5.0
5125,2023M03,WHOLE COUNTRY,"1309 Rape of a child, aggravated rape of a child 20:12-13§",Offences known to the authorities (number),26.0
5126,2023M03,WHOLE COUNTRY,"1310 Sexual assault of a child, sexual abuse of a child, offering compensation to a young person for a sexual act, solicitation of a child for sexual purposes 20:14-20:16, 20:18§",Offences known to the authorities (number),97.0
5127,2023M03,WHOLE COUNTRY,"1310a1 Sexuall offence against child,  20:14-20:16, 20:18§, on internet",Offences known to the authorities (number),38.0
5128,2023M03,WHOLE COUNTRY,"1311 Dissemination of a sexually offensive image of a child, possession of a sexually offensive image of a child, following a sexually offensive performance of a child 20:19-22§",Offences known to the authorities (number),42.0
5129,2023M03,WHOLE COUNTRY,"1311a1 Dissemination, possession or following a sexually offensive performance of a child on internet",Offences known to the authorities (number),31.0
5130,2023M04,WHOLE COUNTRY,13 Sexual crimes,Offences known to the authorities (number),620.0
5131,2023M04,WHOLE COUNTRY,"1301 Sexual abuse of a child, aggravated sexual abuse of a child, aggravated rape of a child 20:6-7, 7b (-2022)",Offences known to the authorities (number),73.0
5132,2023M04,WHOLE COUNTRY,"1302 Rape, aggravated rape, rape (3 mom) 20:1-2 (-2022)",Offences known to the authorities (number),39.0
5133,2023M04,WHOLE COUNTRY,1302a1 Rape in a private dwelling (-2022),Offences known to the authorities (number),28.0
5134,2023M04,WHOLE COUNTRY,1302a2 Rape in other private place (-2022),Offences known to the authorities (number),8.0
5135,2023M04,WHOLE COUNTRY,1302a3 Rape in a public business centre (-2022),Offences known to the authorities (number),0.0
5136,2023M04,WHOLE COUNTRY,1302a4 Rape in a public occasion (-2022),Offences known to the authorities (number),0.0
5137,2023M04,WHOLE COUNTRY,1302a5 Rape in other public place (-2022),Offences known to the authorities (number),2.0
5138,2023M04,WHOLE COUNTRY,"1302a6 Rape in a restaurant, etc. (-2022)",Offences known to the authorities (number),1.0
5139,2023M04,WHOLE COUNTRY,1302a7 Rape in unknown place (-2022),Offences known to the authorities (number),0.0
5140,2023M04,WHOLE COUNTRY,"1303 Other sexual crimes 20:4-5,5a, 8-9 (-2022)",Offences known to the authorities (number),97.0
5141,2023M04,WHOLE COUNTRY,"1304 Rape, aggravated rape 20:1-2",Offences known to the authorities (number),108.0
5142,2023M04,WHOLE COUNTRY,1304a1 Rape in a private dwelling,Offences known to the authorities (number),85.0
5143,2023M04,WHOLE COUNTRY,1304a2 Rape in other private place,Offences known to the authorities (number),11.0
5144,2023M04,WHOLE COUNTRY,1304a3 Rape in a public business centre,Offences known to the authorities (number),1.0
5145,2023M04,WHOLE COUNTRY,1304a4 Rape in a public occasion,Offences known to the authorities (number),0.0
5146,2023M04,WHOLE COUNTRY,1304a5 Rape in other public place,Offences known to the authorities (number),11.0
5147,2023M04,WHOLE COUNTRY,"1304a6 Rape in a restaurant, etc.",Offences known to the authorities (number),0.0
5148,2023M04,WHOLE COUNTRY,1304a7 Rape in unknown place,Offences known to the authorities (number),0.0
5149,2023M04,WHOLE COUNTRY,"1305 Sexual assault, aggravated sexual assault, sexual abuse 20:3-5§",Offences known to the authorities (number),35.0
5150,2023M04,WHOLE COUNTRY,1306 Sexual harassment 20:6§,Offences known to the authorities (number),113.0
5151,2023M04,WHOLE COUNTRY,1306a1 Sexual harrasment on internet,Offences known to the authorities (number),49.0
5152,2023M04,WHOLE COUNTRY,1307 Non-consensual dissemination of a sexual image 20:7§,Offences known to the authorities (number),13.0
5153,2023M04,WHOLE COUNTRY,1307a1 Non-consensual dissemination of a sexual image on internet,Offences known to the authorities (number),11.0
5154,2023M04,WHOLE COUNTRY,"1308 Pandering, aggravated pandering, abuse of a victim of prostitution 20:8,10-11§",Offences known to the authorities (number),0.0
5155,2023M04,WHOLE COUNTRY,"1309 Rape of a child, aggravated rape of a child 20:12-13§",Offences known to the authorities (number),26.0
5156,2023M04,WHOLE COUNTRY,"1310 Sexual assault of a child, sexual abuse of a child, offering compensation to a young person for a sexual act, solicitation of a child for sexual purposes 20:14-20:16, 20:18§",Offences known to the authorities (number),79.0
5157,2023M04,WHOLE COUNTRY,"1310a1 Sexuall offence against child,  20:14-20:16, 20:18§, on internet",Offences known to the authorities (number),37.0
5158,2023M04,WHOLE COUNTRY,"1311 Dissemination of a sexually offensive image of a child, possession of a sexually offensive image of a child, following a sexually offensive performance of a child 20:19-22§",Offences known to the authorities (number),37.0
5159,2023M04,WHOLE COUNTRY,"1311a1 Dissemination, possession or following a sexually offensive performance of a child on internet",Offences known to the authorities (number),28.0
5160,2023M05,WHOLE COUNTRY,13 Sexual crimes,Offences known to the authorities (number),698.0
5161,2023M05,WHOLE COUNTRY,"1301 Sexual abuse of a child, aggravated sexual abuse of a child, aggravated rape of a child 20:6-7, 7b (-2022)",Offences known to the authorities (number),84.0
5162,2023M05,WHOLE COUNTRY,"1302 Rape, aggravated rape, rape (3 mom) 20:1-2 (-2022)",Offences known to the authorities (number),36.0
5163,2023M05,WHOLE COUNTRY,1302a1 Rape in a private dwelling (-2022),Offences known to the authorities (number),32.0
5164,2023M05,WHOLE COUNTRY,1302a2 Rape in other private place (-2022),Offences known to the authorities (number),3.0
5165,2023M05,WHOLE COUNTRY,1302a3 Rape in a public business centre (-2022),Offences known to the authorities (number),0.0
5166,2023M05,WHOLE COUNTRY,1302a4 Rape in a public occasion (-2022),Offences known to the authorities (number),0.0
5167,2023M05,WHOLE COUNTRY,1302a5 Rape in other public place (-2022),Offences known to the authorities (number),1.0
5168,2023M05,WHOLE COUNTRY,"1302a6 Rape in a restaurant, etc. (-2022)",Offences known to the authorities (number),0.0
5169,2023M05,WHOLE COUNTRY,1302a7 Rape in unknown place (-2022),Offences known to the authorities (number),0.0
5170,2023M05,WHOLE COUNTRY,"1303 Other sexual crimes 20:4-5,5a, 8-9 (-2022)",Offences known to the authorities (number),97.0
5171,2023M05,WHOLE COUNTRY,"1304 Rape, aggravated rape 20:1-2",Offences known to the authorities (number),117.0
5172,2023M05,WHOLE COUNTRY,1304a1 Rape in a private dwelling,Offences known to the authorities (number),89.0
5173,2023M05,WHOLE COUNTRY,1304a2 Rape in other private place,Offences known to the authorities (number),16.0
5174,2023M05,WHOLE COUNTRY,1304a3 Rape in a public business centre,Offences known to the authorities (number),0.0
5175,2023M05,WHOLE COUNTRY,1304a4 Rape in a public occasion,Offences known to the authorities (number),0.0
5176,2023M05,WHOLE COUNTRY,1304a5 Rape in other public place,Offences known to the authorities (number),7.0
5177,2023M05,WHOLE COUNTRY,"1304a6 Rape in a restaurant, etc.",Offences known to the authorities (number),5.0
5178,2023M05,WHOLE COUNTRY,1304a7 Rape in unknown place,Offences known to the authorities (number),0.0
5179,2023M05,WHOLE COUNTRY,"1305 Sexual assault, aggravated sexual assault, sexual abuse 20:3-5§",Offences known to the authorities (number),28.0
5180,2023M05,WHOLE COUNTRY,1306 Sexual harassment 20:6§,Offences known to the authorities (number),109.0
5181,2023M05,WHOLE COUNTRY,1306a1 Sexual harrasment on internet,Offences known to the authorities (number),37.0
5182,2023M05,WHOLE COUNTRY,1307 Non-consensual dissemination of a sexual image 20:7§,Offences known to the authorities (number),10.0
5183,2023M05,WHOLE COUNTRY,1307a1 Non-consensual dissemination of a sexual image on internet,Offences known to the authorities (number),8.0
5184,2023M05,WHOLE COUNTRY,"1308 Pandering, aggravated pandering, abuse of a victim of prostitution 20:8,10-11§",Offences known to the authorities (number),1.0
5185,2023M05,WHOLE COUNTRY,"1309 Rape of a child, aggravated rape of a child 20:12-13§",Offences known to the authorities (number),51.0
5186,2023M05,WHOLE COUNTRY,"1310 Sexual assault of a child, sexual abuse of a child, offering compensation to a young person for a sexual act, solicitation of a child for sexual purposes 20:14-20:16, 20:18§",Offences known to the authorities (number),102.0
5187,2023M05,WHOLE COUNTRY,"1310a1 Sexuall offence against child,  20:14-20:16, 20:18§, on internet",Offences known to the authorities (number),45.0
5188,2023M05,WHOLE COUNTRY,"1311 Dissemination of a sexually offensive image of a child, possession of a sexually offensive image of a child, following a sexually offensive performance of a child 20:19-22§",Offences known to the authorities (number),63.0
5189,2023M05,WHOLE COUNTRY,"1311a1 Dissemination, possession or following a sexually offensive performance of a child on internet",Offences known to the authorities (number),59.0
5190,2023M06,WHOLE COUNTRY,13 Sexual crimes,Offences known to the authorities (number),608.0
5191,2023M06,WHOLE COUNTRY,"1301 Sexual abuse of a child, aggravated sexual abuse of a child, aggravated rape of a child 20:6-7, 7b (-2022)",Offences known to the authorities (number),78.0
5192,2023M06,WHOLE COUNTRY,"1302 Rape, aggravated rape, rape (3 mom) 20:1-2 (-2022)",Offences known to the authorities (number),25.0
5193,2023M06,WHOLE COUNTRY,1302a1 Rape in a private dwelling (-2022),Offences known to the authorities (number),20.0
5194,2023M06,WHOLE COUNTRY,1302a2 Rape in other private place (-2022),Offences known to the authorities (number),1.0
5195,2023M06,WHOLE COUNTRY,1302a3 Rape in a public business centre (-2022),Offences known to the authorities (number),0.0
5196,2023M06,WHOLE COUNTRY,1302a4 Rape in a public occasion (-2022),Offences known to the authorities (number),0.0
5197,2023M06,WHOLE COUNTRY,1302a5 Rape in other public place (-2022),Offences known to the authorities (number),4.0
5198,2023M06,WHOLE COUNTRY,"1302a6 Rape in a restaurant, etc. (-2022)",Offences known to the authorities (number),0.0
5199,2023M06,WHOLE COUNTRY,1302a7 Rape in unknown place (-2022),Offences known to the authorities (number),0.0
5200,2023M06,WHOLE COUNTRY,"1303 Other sexual crimes 20:4-5,5a, 8-9 (-2022)",Offences known to the authorities (number),40.0
5201,2023M06,WHOLE COUNTRY,"1304 Rape, aggravated rape 20:1-2",Offences known to the authorities (number),130.0
5202,2023M06,WHOLE COUNTRY,1304a1 Rape in a private dwelling,Offences known to the authorities (number),84.0
5203,2023M06,WHOLE COUNTRY,1304a2 Rape in other private place,Offences known to the authorities (number),27.0
5204,2023M06,WHOLE COUNTRY,1304a3 Rape in a public business centre,Offences known to the authorities (number),0.0
5205,2023M06,WHOLE COUNTRY,1304a4 Rape in a public occasion,Offences known to the authorities (number),0.0
5206,2023M06,WHOLE COUNTRY,1304a5 Rape in other public place,Offences known to the authorities (number),18.0
5207,2023M06,WHOLE COUNTRY,"1304a6 Rape in a restaurant, etc.",Offences known to the authorities (number),1.0
5208,2023M06,WHOLE COUNTRY,1304a7 Rape in unknown place,Offences known to the authorities (number),0.0
5209,2023M06,WHOLE COUNTRY,"1305 Sexual assault, aggravated sexual assault, sexual abuse 20:3-5§",Offences known to the authorities (number),21.0
5210,2023M06,WHOLE COUNTRY,1306 Sexual harassment 20:6§,Offences known to the authorities (number),95.0
5211,2023M06,WHOLE COUNTRY,1306a1 Sexual harrasment on internet,Offences known to the authorities (number),24.0
5212,2023M06,WHOLE COUNTRY,1307 Non-consensual dissemination of a sexual image 20:7§,Offences known to the authorities (number),8.0
5213,2023M06,WHOLE COUNTRY,1307a1 Non-consensual dissemination of a sexual image on internet,Offences known to the authorities (number),8.0
5214,2023M06,WHOLE COUNTRY,"1308 Pandering, aggravated pandering, abuse of a victim of prostitution 20:8,10-11§",Offences known to the authorities (number),0.0
5215,2023M06,WHOLE COUNTRY,"1309 Rape of a child, aggravated rape of a child 20:12-13§",Offences known to the authorities (number),32.0
5216,2023M06,WHOLE COUNTRY,"1310 Sexual assault of a child, sexual abuse of a child, offering compensation to a young person for a sexual act, solicitation of a child for sexual purposes 20:14-20:16, 20:18§",Offences known to the authorities (number),112.0
5217,2023M06,WHOLE COUNTRY,"1310a1 Sexuall offence against child,  20:14-20:16, 20:18§, on internet",Offences known to the authorities (number),44.0
5218,2023M06,WHOLE COUNTRY,"1311 Dissemination of a sexually offensive image of a child, possession of a sexually offensive image of a child, following a sexually offensive performance of a child 20:19-22§",Offences known to the authorities (number),67.0
5219,2023M06,WHOLE COUNTRY,"1311a1 Dissemination, possession or following a sexually offensive performance of a child on internet",Offences known to the authorities (number),57.0
5220,2023M07,WHOLE COUNTRY,13 Sexual crimes,Offences known to the authorities (number),631.0
5221,2023M07,WHOLE COUNTRY,"1301 Sexual abuse of a child, aggravated sexual abuse of a child, aggravated rape of a child 20:6-7, 7b (-2022)",Offences known to the authorities (number),37.0
5222,2023M07,WHOLE COUNTRY,"1302 Rape, aggravated rape, rape (3 mom) 20:1-2 (-2022)",Offences known to the authorities (number),56.0
5223,2023M07,WHOLE COUNTRY,1302a1 Rape in a private dwelling (-2022),Offences known to the authorities (number),51.0
5224,2023M07,WHOLE COUNTRY,1302a2 Rape in other private place (-2022),Offences known to the authorities (number),3.0
5225,2023M07,WHOLE COUNTRY,1302a3 Rape in a public business centre (-2022),Offences known to the authorities (number),0.0
5226,2023M07,WHOLE COUNTRY,1302a4 Rape in a public occasion (-2022),Offences known to the authorities (number),0.0
5227,2023M07,WHOLE COUNTRY,1302a5 Rape in other public place (-2022),Offences known to the authorities (number),1.0
5228,2023M07,WHOLE COUNTRY,"1302a6 Rape in a restaurant, etc. (-2022)",Offences known to the authorities (number),0.0
5229,2023M07,WHOLE COUNTRY,1302a7 Rape in unknown place (-2022),Offences known to the authorities (number),0.0
5230,2023M07,WHOLE COUNTRY,"1303 Other sexual crimes 20:4-5,5a, 8-9 (-2022)",Offences known to the authorities (number),39.0
5231,2023M07,WHOLE COUNTRY,"1304 Rape, aggravated rape 20:1-2",Offences known to the authorities (number),159.0
5232,2023M07,WHOLE COUNTRY,1304a1 Rape in a private dwelling,Offences known to the authorities (number),124.0
5233,2023M07,WHOLE COUNTRY,1304a2 Rape in other private place,Offences known to the authorities (number),13.0
5234,2023M07,WHOLE COUNTRY,1304a3 Rape in a public business centre,Offences known to the authorities (number),0.0
5235,2023M07,WHOLE COUNTRY,1304a4 Rape in a public occasion,Offences known to the authorities (number),0.0
5236,2023M07,WHOLE COUNTRY,1304a5 Rape in other public place,Offences known to the authorities (number),19.0
5237,2023M07,WHOLE COUNTRY,"1304a6 Rape in a restaurant, etc.",Offences known to the authorities (number),3.0
5238,2023M07,WHOLE COUNTRY,1304a7 Rape in unknown place,Offences known to the authorities (number),0.0
5239,2023M07,WHOLE COUNTRY,"1305 Sexual assault, aggravated sexual assault, sexual abuse 20:3-5§",Offences known to the authorities (number),39.0
5240,2023M07,WHOLE COUNTRY,1306 Sexual harassment 20:6§,Offences known to the authorities (number),104.0
5241,2023M07,WHOLE COUNTRY,1306a1 Sexual harrasment on internet,Offences known to the authorities (number),24.0
5242,2023M07,WHOLE COUNTRY,1307 Non-consensual dissemination of a sexual image 20:7§,Offences known to the authorities (number),6.0
5243,2023M07,WHOLE COUNTRY,1307a1 Non-consensual dissemination of a sexual image on internet,Offences known to the authorities (number),3.0
5244,2023M07,WHOLE COUNTRY,"1308 Pandering, aggravated pandering, abuse of a victim of prostitution 20:8,10-11§",Offences known to the authorities (number),1.0
5245,2023M07,WHOLE COUNTRY,"1309 Rape of a child, aggravated rape of a child 20:12-13§",Offences known to the authorities (number),33.0
5246,2023M07,WHOLE COUNTRY,"1310 Sexual assault of a child, sexual abuse of a child, offering compensation to a young person for a sexual act, solicitation of a child for sexual purposes 20:14-20:16, 20:18§",Offences known to the authorities (number),120.0
5247,2023M07,WHOLE COUNTRY,"1310a1 Sexuall offence against child,  20:14-20:16, 20:18§, on internet",Offences known to the authorities (number),70.0
5248,2023M07,WHOLE COUNTRY,"1311 Dissemination of a sexually offensive image of a child, possession of a sexually offensive image of a child, following a sexually offensive performance of a child 20:19-22§",Offences known to the authorities (number),37.0
5249,2023M07,WHOLE COUNTRY,"1311a1 Dissemination, possession or following a sexually offensive performance of a child on internet",Offences known to the authorities (number),27.0
5250,2023M08,WHOLE COUNTRY,13 Sexual crimes,Offences known to the authorities (number),604.0
5251,2023M08,WHOLE COUNTRY,"1301 Sexual abuse of a child, aggravated sexual abuse of a child, aggravated rape of a child 20:6-7, 7b (-2022)",Offences known to the authorities (number),49.0
5252,2023M08,WHOLE COUNTRY,"1302 Rape, aggravated rape, rape (3 mom) 20:1-2 (-2022)",Offences known to the authorities (number),20.0
5253,2023M08,WHOLE COUNTRY,1302a1 Rape in a private dwelling (-2022),Offences known to the authorities (number),16.0
5254,2023M08,WHOLE COUNTRY,1302a2 Rape in other private place (-2022),Offences known to the authorities (number),3.0
5255,2023M08,WHOLE COUNTRY,1302a3 Rape in a public business centre (-2022),Offences known to the authorities (number),0.0
5256,2023M08,WHOLE COUNTRY,1302a4 Rape in a public occasion (-2022),Offences known to the authorities (number),0.0
5257,2023M08,WHOLE COUNTRY,1302a5 Rape in other public place (-2022),Offences known to the authorities (number),1.0
5258,2023M08,WHOLE COUNTRY,"1302a6 Rape in a restaurant, etc. (-2022)",Offences known to the authorities (number),0.0
5259,2023M08,WHOLE COUNTRY,1302a7 Rape in unknown place (-2022),Offences known to the authorities (number),0.0
5260,2023M08,WHOLE COUNTRY,"1303 Other sexual crimes 20:4-5,5a, 8-9 (-2022)",Offences known to the authorities (number),27.0
5261,2023M08,WHOLE COUNTRY,"1304 Rape, aggravated rape 20:1-2",Offences known to the authorities (number),116.0
5262,2023M08,WHOLE COUNTRY,1304a1 Rape in a private dwelling,Offences known to the authorities (number),88.0
5263,2023M08,WHOLE COUNTRY,1304a2 Rape in other private place,Offences known to the authorities (number),13.0
5264,2023M08,WHOLE COUNTRY,1304a3 Rape in a public business centre,Offences known to the authorities (number),0.0
5265,2023M08,WHOLE COUNTRY,1304a4 Rape in a public occasion,Offences known to the authorities (number),0.0
5266,2023M08,WHOLE COUNTRY,1304a5 Rape in other public place,Offences known to the authorities (number),13.0
5267,2023M08,WHOLE COUNTRY,"1304a6 Rape in a restaurant, etc.",Offences known to the authorities (number),2.0
5268,2023M08,WHOLE COUNTRY,1304a7 Rape in unknown place,Offences known to the authorities (number),0.0
5269,2023M08,WHOLE COUNTRY,"1305 Sexual assault, aggravated sexual assault, sexual abuse 20:3-5§",Offences known to the authorities (number),42.0
5270,2023M08,WHOLE COUNTRY,1306 Sexual harassment 20:6§,Offences known to the authorities (number),114.0
5271,2023M08,WHOLE COUNTRY,1306a1 Sexual harrasment on internet,Offences known to the authorities (number),23.0
5272,2023M08,WHOLE COUNTRY,1307 Non-consensual dissemination of a sexual image 20:7§,Offences known to the authorities (number),14.0
5273,2023M08,WHOLE COUNTRY,1307a1 Non-consensual dissemination of a sexual image on internet,Offences known to the authorities (number),12.0
5274,2023M08,WHOLE COUNTRY,"1308 Pandering, aggravated pandering, abuse of a victim of prostitution 20:8,10-11§",Offences known to the authorities (number),1.0
5275,2023M08,WHOLE COUNTRY,"1309 Rape of a child, aggravated rape of a child 20:12-13§",Offences known to the authorities (number),38.0
5276,2023M08,WHOLE COUNTRY,"1310 Sexual assault of a child, sexual abuse of a child, offering compensation to a young person for a sexual act, solicitation of a child for sexual purposes 20:14-20:16, 20:18§",Offences known to the authorities (number),120.0
5277,2023M08,WHOLE COUNTRY,"1310a1 Sexuall offence against child,  20:14-20:16, 20:18§, on internet",Offences known to the authorities (number),49.0
5278,2023M08,WHOLE COUNTRY,"1311 Dissemination of a sexually offensive image of a child, possession of a sexually offensive image of a child, following a sexually offensive performance of a child 20:19-22§",Offences known to the authorities (number),63.0
5279,2023M08,WHOLE COUNTRY,"1311a1 Dissemination, possession or following a sexually offensive performance of a child on internet",Offences known to the authorities (number),50.0
5280,2023M09,WHOLE COUNTRY,13 Sexual crimes,Offences known to the authorities (number),666.0
5281,2023M09,WHOLE COUNTRY,"1301 Sexual abuse of a child, aggravated sexual abuse of a child, aggravated rape of a child 20:6-7, 7b (-2022)",Offences known to the authorities (number),59.0
5282,2023M09,WHOLE COUNTRY,"1302 Rape, aggravated rape, rape (3 mom) 20:1-2 (-2022)",Offences known to the authorities (number),34.0
5283,2023M09,WHOLE COUNTRY,1302a1 Rape in a private dwelling (-2022),Offences known to the authorities (number),27.0
5284,2023M09,WHOLE COUNTRY,1302a2 Rape in other private place (-2022),Offences known to the authorities (number),4.0
5285,2023M09,WHOLE COUNTRY,1302a3 Rape in a public business centre (-2022),Offences known to the authorities (number),0.0
5286,2023M09,WHOLE COUNTRY,1302a4 Rape in a public occasion (-2022),Offences known to the authorities (number),0.0
5287,2023M09,WHOLE COUNTRY,1302a5 Rape in other public place (-2022),Offences known to the authorities (number),3.0
5288,2023M09,WHOLE COUNTRY,"1302a6 Rape in a restaurant, etc. (-2022)",Offences known to the authorities (number),0.0
5289,2023M09,WHOLE COUNTRY,1302a7 Rape in unknown place (-2022),Offences known to the authorities (number),0.0
5290,2023M09,WHOLE COUNTRY,"1303 Other sexual crimes 20:4-5,5a, 8-9 (-2022)",Offences known to the authorities (number),21.0
5291,2023M09,WHOLE COUNTRY,"1304 Rape, aggravated rape 20:1-2",Offences known to the authorities (number),134.0
